OffspCollection	Kid	Pa	Ma	PopName	SpawnYear	FDR	Pvalue	LOD	P.Pr.C_Se_Se	P.Pr.Max	MaxP.Pr.Relat	TotPaNonExc	TotMaNonExc	TotUnkNonExc	TotPairsNonExc	KidMiss	PaMiss	MaMiss	MI.Kid.Pa	MI.Kid.Ma	MI.Trio	MendIncLoci
Fishery2011	T059343	---	---	---	---	---	---	---	---	---	---	12	15	0	0	0	---	---	---	---	---	---
Fishery2011	T059344	T071398	T071353	FRHfa	2008	0.000000	0.000000	22.840513	0.999327	0.999327	C_Se_Se	8	9	0	1	0	0	0	0	0	0	---
Fishery2011	T059345	T068802	T068798	FRHfa	2008	0.000000	0.000000	23.180407	0.999521	0.999521	C_Se_Se	39	61	0	1	1	0	1	0	0	0	---
Fishery2011	T059346	---	---	---	---	---	---	---	---	---	---	71	91	0	0	0	---	---	---	---	---	---
Fishery2011	T059347	---	---	---	---	---	---	---	---	---	---	8	8	0	0	0	---	---	---	---	---	---
Fishery2011	T059348	T071275	T070264	FRHfa	2008	0.151135	0.337000	6.545559	0.000124	0.549294	U_F	81	84	0	1	0	0	0	2	0	3	Ots_118938.325,Ots_u07.49.290,Ots_103041.52
Fishery2011	T059349	---	---	---	---	---	---	---	---	---	---	16	18	0	0	0	---	---	---	---	---	---
Fishery2011	T059350	T067510	T067495	FRHfa	2008	0.000000	0.000000	22.253185	0.998790	0.998790	C_Se_Se	8	9	0	1	0	0	1	0	0	0	---
Fishery2011	T059351	T067881	T067779	FRHfa	2008	0.196491	0.456000	4.359143	0.000014	0.726521	C_U_U	105	134	0	1	0	0	0	1	0	4	Ots_112419.131,Ots_AsnRS.60,Ots_102414.395,Ots_100884.287
Fishery2011	T059352	T029379	T029858	FRHsp	2007	0.718276	0.098000	11.276399	0.013911	0.740263	C_U_U	225	254	0	3	0	1	0	0	1	3	Ots_105105.613,Ots_118938.325,Ots_112301.43
Fishery2011	T059353	T030000	T030250	FRHsp	2007	1.370587	0.748000	1.674373	0.000001	0.964861	C_U_U	141	128	0	1	1	0	10	0	0	4	Ots_131906.141,Ots_107806.821,OTALDBINT1.SNP1,Ots_123921.111
Fishery2011	T059354	---	---	---	---	---	---	---	---	---	---	13	17	0	0	0	---	---	---	---	---	---
Fishery2011	T059355	---	---	---	---	---	---	---	---	---	---	23	35	0	0	1	---	---	---	---	---	---
Fishery2011	T059356	---	---	---	---	---	---	---	---	---	---	37	43	0	0	0	---	---	---	---	---	---
Fishery2011	T059357	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T059358	---	---	---	---	---	---	---	---	---	---	52	68	0	0	0	---	---	---	---	---	---
Fishery2011	T062623	---	---	---	---	---	---	---	---	---	---	71	71	0	0	0	---	---	---	---	---	---
Fishery2011	T062624	T071170	T071282	FRHfa	2008	0.000000	0.000000	20.528057	0.993245	0.993245	C_Se_Se	72	60	0	1	0	0	0	0	1	1	Ots_101704.143
Fishery2011	T062625	T068956	T069506	FRHfa	2008	0.000000	0.000000	21.650850	0.997792	0.997792	C_Se_Se	5	12	0	1	0	0	0	0	0	0	---
Fishery2011	T062626	---	---	---	---	---	---	---	---	---	---	3	11	0	0	0	---	---	---	---	---	---
Fishery2011	T062627	---	---	---	---	---	---	---	---	---	---	20	21	0	0	0	---	---	---	---	---	---
Fishery2011	T062628	---	---	---	---	---	---	---	---	---	---	4	10	0	0	0	---	---	---	---	---	---
Fishery2011	T062629	---	---	---	---	---	---	---	---	---	---	4	2	0	0	0	---	---	---	---	---	---
Fishery2011	T062630	---	---	---	---	---	---	---	---	---	---	21	26	0	0	1	---	---	---	---	---	---
Fishery2011	T062631	---	---	---	---	---	---	---	---	---	---	77	89	0	0	0	---	---	---	---	---	---
Fishery2011	T062632	---	---	---	---	---	---	---	---	---	---	114	129	0	0	0	---	---	---	---	---	---
Fishery2011	T062633	---	---	---	---	---	---	---	---	---	---	46	48	0	0	0	---	---	---	---	---	---
Fishery2011	T062634	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T062635	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T062636	---	---	---	---	---	---	---	---	---	---	0	0	0	0	2	---	---	---	---	---	---
Fishery2011	T062637	---	---	---	---	---	---	---	---	---	---	155	148	0	0	0	---	---	---	---	---	---
Fishery2011	T062638	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T062639	---	---	---	---	---	---	---	---	---	---	24	40	0	0	0	---	---	---	---	---	---
Fishery2011	T062640	---	---	---	---	---	---	---	---	---	---	66	82	0	0	0	---	---	---	---	---	---
Fishery2011	T062641	T056312	T056138	FRHfa	2008	0.000000	0.000000	22.027207	0.998483	0.998483	C_Se_Se	113	132	0	1	0	1	0	0	0	0	---
Fishery2011	T062642	---	---	---	---	---	---	---	---	---	---	76	74	0	0	0	---	---	---	---	---	---
Fishery2011	T062643	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T062644	---	---	---	---	---	---	---	---	---	---	74	83	0	0	0	---	---	---	---	---	---
Fishery2011	T062645	---	---	---	---	---	---	---	---	---	---	63	79	0	0	0	---	---	---	---	---	---
Fishery2011	T062646	T030006	T029999	FRHsp	2007	1.211320	0.911000	2.391654	0.000002	0.973576	C_U_U	111	107	0	4	0	0	10	1	1	2	Ots_102414.395,Ots_105132.200
Fishery2011	T062647	---	---	---	---	---	---	---	---	---	---	52	69	1	0	0	---	---	---	---	---	---
Fishery2011	T062648	T030469	T030324	FRHsp	2007	0.980850	0.989000	2.240798	0.000002	0.911914	C_U_U	109	124	1	7	1	0	0	1	1	4	Ots_96222.525,Ots_102457.132,Ots_123921.111,Ots_103041.52
Fishery2011	T062649	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T062650	---	---	---	---	---	---	---	---	---	---	2	1	0	0	0	---	---	---	---	---	---
Fishery2011	T062651	T054509	T054084	FRHsp	2008	1.309885	0.340000	7.961920	0.000513	0.455845	C_U_U	183	233	0	1	1	1	0	2	0	4	Ots_110495.380,Ots_Prl2,Ots_102867.609,Ots_RFC2.558
Fishery2011	T062652	---	---	---	---	---	---	---	---	---	---	16	17	0	0	1	---	---	---	---	---	---
Fishery2011	T062653	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T062654	---	---	---	---	---	---	---	---	---	---	67	69	0	0	0	---	---	---	---	---	---
Fishery2011	T062655	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T062656	T067994	T067903	FRHfa	2008	0.179571	0.409000	9.303241	0.001957	0.596734	C_U_U	681	778	1	35	1	1	0	0	1	3	Myc.366,Ots_123921.111,Ots_129458.451
Fishery2011	T062659	T054781	T054911	FRHsp	2008	0.933478	0.146000	8.376527	0.000776	0.560729	C_U_U	122	141	0	1	2	0	0	2	0	4	Ots_102420.494,Ots_CD59.2,Ots_102457.132,Ots_112208.722
Fishery2011	T062660	T028765	T028659	FRHsp	2006	1.253527	0.876000	4.477614	0.000016	0.785420	C_U_U	111	162	0	4	1	0	0	1	1	4	Ots_112419.131,Ots_128757.61,Ots_111681.657,Ots_RFC2.558
Fishery2011	T062661	---	---	---	---	---	---	---	---	---	---	38	51	0	0	1	---	---	---	---	---	---
Fishery2011	T062662	T071394	T071410	FRHfa	2008	0.000000	0.000000	20.447694	0.992683	0.992683	C_Se_Se	25	32	0	1	0	6	1	1	0	1	Ots_112208.722
Fishery2011	T062663	---	---	---	---	---	---	---	---	---	---	0	3	0	0	0	---	---	---	---	---	---
Fishery2011	T062665	T066763	T056325	FRHfa	2008	0.000000	0.000000	22.670036	0.999202	0.999202	C_Se_Se	38	38	0	1	0	1	1	0	1	1	AldB1.122
Fishery2011	T062666	T068548	T068841	FRHfa	2008	0.069023	0.144000	7.589690	0.000353	0.515468	C_U_U	90	81	0	1	0	0	1	1	0	4	Ots_128757.61,Myc.366,Ots_GDH.81x,Ots_HSP90B.385
Fishery2011	T062667	---	---	---	---	---	---	---	---	---	---	54	72	0	0	2	---	---	---	---	---	---
Fishery2011	T062668	---	---	---	---	---	---	---	---	---	---	3	8	0	0	0	---	---	---	---	---	---
Fishery2011	T062669	---	---	---	---	---	---	---	---	---	---	26	27	0	0	0	---	---	---	---	---	---
Fishery2011	T062670	---	---	---	---	---	---	---	---	---	---	48	63	0	0	0	---	---	---	---	---	---
Fishery2011	T062671	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T062672	---	---	---	---	---	---	---	---	---	---	1	0	0	0	0	---	---	---	---	---	---
Fishery2011	T062673	---	---	---	---	---	---	---	---	---	---	0	0	0	0	3	---	---	---	---	---	---
Fishery2011	T062674	---	---	---	---	---	---	---	---	---	---	43	52	0	0	0	---	---	---	---	---	---
Fishery2011	T062675	---	---	---	---	---	---	---	---	---	---	126	134	0	0	0	---	---	---	---	---	---
Fishery2011	T062676	---	---	---	---	---	---	---	---	---	---	26	25	0	0	1	---	---	---	---	---	---
Fishery2011	T062677	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T062678	---	---	---	---	---	---	---	---	---	---	0	0	0	0	5	---	---	---	---	---	---
Fishery2011	T062679	---	---	---	---	---	---	---	---	---	---	0	0	0	0	2	---	---	---	---	---	---
Fishery2011	T062680	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T062681	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T062682	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T062683	T068655	T068504	FRHfa	2008	0.000000	0.000000	22.919785	0.999378	0.999378	C_Se_Se	39	36	0	2	0	0	0	0	0	0	---
Fishery2011	T062684	T069275	T069274	FRHfa	2008	0.000635	0.001000	22.621562	0.999162	0.999162	C_Se_Se	63	61	0	1	0	2	0	0	0	0	---
Fishery2011	T062685	---	---	---	---	---	---	---	---	---	---	12	20	0	0	1	---	---	---	---	---	---
Fishery2011	T062686	---	---	---	---	---	---	---	---	---	---	75	83	0	0	0	---	---	---	---	---	---
Fishery2011	T062687	---	---	---	---	---	---	---	---	---	---	1	1	0	0	1	---	---	---	---	---	---
Fishery2011	T062688	T055704	T055705	FRHfa	2008	0.000000	0.000000	23.561092	0.999672	0.999672	C_Se_Se	4	1	0	1	0	1	1	0	0	0	---
Fishery2011	T062689	---	---	---	---	---	---	---	---	---	---	8	12	0	0	0	---	---	---	---	---	---
Fishery2011	T062690	---	---	---	---	---	---	---	---	---	---	5	2	0	0	0	---	---	---	---	---	---
Fishery2011	T062691	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T062692	---	---	---	---	---	---	---	---	---	---	20	23	0	0	0	---	---	---	---	---	---
Fishery2011	T062693	T066837	T055962	FRHsp	2008	0.000000	0.000000	23.923449	0.999772	0.999772	C_Se_Se	92	88	0	1	1	0	1	0	0	0	---
Fishery2011	T062694	---	---	---	---	---	---	---	---	---	---	76	81	0	0	1	---	---	---	---	---	---
Fishery2011	T062695	T071229	T071218	FRHfa	2008	0.000000	0.000000	24.268976	0.999839	0.999839	C_Se_Se	14	17	0	1	0	0	0	0	0	0	---
Fishery2011	T062696	---	---	---	---	---	---	---	---	---	---	33	32	0	0	0	---	---	---	---	---	---
Fishery2011	T062697	---	---	---	---	---	---	---	---	---	---	45	66	1	0	1	---	---	---	---	---	---
Fishery2011	T062698	T054842	T054776	FRHsp	2008	1.169458	0.934000	-2.202026	0.000000	0.965037	C_U_U	36	34	0	1	0	2	3	2	2	4	Ots_118175.479,Ots_112820.284,Ots_102457.132,Ots_PGK.54
Fishery2011	T062699	T066518	T054364	FRHsp	2008	1.464952	0.624000	3.411600	0.000005	0.934595	C_U_U	78	101	0	2	0	1	0	0	1	3	Ots_AsnRS.60,Ots_u4.92,Ots_111666.408
Fishery2011	T062700	---	---	---	---	---	---	---	---	---	---	3	1	0	0	0	---	---	---	---	---	---
Fishery2011	T062701	---	---	---	---	---	---	---	---	---	---	11	20	0	0	1	---	---	---	---	---	---
Fishery2011	T062702	---	---	---	---	---	---	---	---	---	---	124	129	0	0	0	---	---	---	---	---	---
Fishery2011	T062703	---	---	---	---	---	---	---	---	---	---	127	155	0	0	1	---	---	---	---	---	---
Fishery2011	T062704	---	---	---	---	---	---	---	---	---	---	29	34	0	0	0	---	---	---	---	---	---
Fishery2011	T062705	---	---	---	---	---	---	---	---	---	---	166	176	0	0	0	---	---	---	---	---	---
Fishery2011	T062706	---	---	---	---	---	---	---	---	---	---	7	7	0	0	0	---	---	---	---	---	---
Fishery2011	T062707	T068360	T068698	FRHfa	2008	0.333766	0.979000	-2.692827	0.000000	0.983102	C_U_U	50	56	0	1	0	1	0	2	2	4	Ots_104569.86,Ots_AsnRS.60,Ots_u4.92,Ots_103041.52
Fishery2011	T062708	---	---	---	---	---	---	---	---	---	---	7	9	0	0	0	---	---	---	---	---	---
Fishery2011	T062709	---	---	---	---	---	---	---	---	---	---	2	0	0	0	0	---	---	---	---	---	---
Fishery2011	T062710	T069605	T069598	FRHfa	2008	0.000000	0.000000	22.714399	0.999237	0.999237	C_Se_Se	23	33	0	1	0	1	0	0	0	0	---
Fishery2011	T062711	---	---	---	---	---	---	---	---	---	---	51	58	0	0	0	---	---	---	---	---	---
Fishery2011	T062712	---	---	---	---	---	---	---	---	---	---	0	1	0	0	1	---	---	---	---	---	---
Fishery2011	T062713	---	---	---	---	---	---	---	---	---	---	71	80	0	0	1	---	---	---	---	---	---
Fishery2011	T062714	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T062715	---	---	---	---	---	---	---	---	---	---	36	33	0	0	0	---	---	---	---	---	---
Fishery2011	T062716	---	---	---	---	---	---	---	---	---	---	8	14	0	0	0	---	---	---	---	---	---
Fishery2011	T062717	---	---	---	---	---	---	---	---	---	---	35	43	0	0	0	---	---	---	---	---	---
Fishery2011	T062718	---	---	---	---	---	---	---	---	---	---	175	223	1	0	0	---	---	---	---	---	---
Fishery2011	T062815	---	---	---	---	---	---	---	---	---	---	61	91	0	0	0	---	---	---	---	---	---
Fishery2011	T062816	---	---	---	---	---	---	---	---	---	---	35	27	0	0	1	---	---	---	---	---	---
Fishery2011	T062817	---	---	---	---	---	---	---	---	---	---	2	7	0	0	0	---	---	---	---	---	---
Fishery2011	T062818	T055141	T055184	FRHsp	2008	0.009391	0.001000	21.451052	0.997305	0.997305	C_Se_Se	65	87	0	2	0	1	2	0	0	0	---
Fishery2011	T062819	---	---	---	---	---	---	---	---	---	---	14	12	0	0	1	---	---	---	---	---	---
Fishery2011	T062820	T056319	T056346	FRHfa	2008	0.000000	0.000000	22.831848	0.999321	0.999321	C_Se_Se	142	185	1	1	0	0	2	0	0	0	---
Fishery2011	T062821	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T062822	---	---	---	---	---	---	---	---	---	---	0	1	0	0	0	---	---	---	---	---	---
Fishery2011	T062823	---	---	---	---	---	---	---	---	---	---	51	55	0	0	0	---	---	---	---	---	---
Fishery2011	T062824	T028613	T028424	FRHsp	2006	0.990957	0.986000	-2.194156	0.000000	0.996263	C_U_U	508	613	0	2	0	0	1	2	1	4	Ots_112820.284,AldB1.122,Ots_u4.92,Ots_101704.143
Fishery2011	T062825	---	---	---	---	---	---	---	---	---	---	29	25	0	0	0	---	---	---	---	---	---
Fishery2011	T062826	T069672	T069677	FRHfa	2008	0.000000	0.000000	23.204732	0.999532	0.999532	C_Se_Se	7	11	0	1	0	0	0	0	0	0	---
Fishery2011	T062827	T069960	T069606	FRHfa	2008	0.001109	0.002000	22.290102	0.998834	0.998834	C_Se_Se	8	6	0	1	1	0	0	1	0	1	Ots_105401.325
Fishery2011	T062828	T028630	T028751	FRHsp	2006	1.438437	0.651000	4.687550	0.000019	0.561830	C_U_U	50	74	0	1	0	9	0	0	1	4	Ots_107806.821,Ots_118205.61,Ots_102801.308,Ots_SClkF2R2.135
Fishery2011	T062829	---	---	---	---	---	---	---	---	---	---	10	15	0	0	0	---	---	---	---	---	---
Fishery2011	T062830	---	---	---	---	---	---	---	---	---	---	105	140	0	0	2	---	---	---	---	---	---
Fishery2011	T062831	T067414	T067460	FRHsp	2008	1.376189	0.719000	6.765449	0.000155	0.624516	U_F	20	18	0	1	1	3	0	1	0	3	Ots_107806.821,Ots_118205.61,Ots_EP.529
Fishery2011	T062832	T071250	T071277	FRHfa	2008	0.000000	0.000000	23.390855	0.999612	0.999612	C_Se_Se	50	63	0	1	0	0	0	0	1	1	Ots_112208.722
Fishery2011	T062833	---	---	---	---	---	---	---	---	---	---	20	27	0	0	0	---	---	---	---	---	---
Fishery2011	T062834	T071286	T071247	FRHfa	2008	0.000000	0.000000	20.195910	0.990608	0.990608	C_Se_Se	144	146	0	2	0	7	2	0	0	0	---
Fishery2011	T062835	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T062836	---	---	---	---	---	---	---	---	---	---	34	49	0	0	0	---	---	---	---	---	---
Fishery2011	T062837	---	---	---	---	---	---	---	---	---	---	22	16	0	0	0	---	---	---	---	---	---
Fishery2011	T062838	T068640	T068309	FRHfa	2008	0.000000	0.000000	21.695343	0.997888	0.997888	C_Se_Se	166	189	0	3	0	0	1	0	0	0	---
Fishery2011	T062839	---	---	---	---	---	---	---	---	---	---	11	15	0	0	0	---	---	---	---	---	---
Fishery2011	T062840	---	---	---	---	---	---	---	---	---	---	7	7	0	0	0	---	---	---	---	---	---
Fishery2011	T062841	---	---	---	---	---	---	---	---	---	---	22	25	0	0	0	---	---	---	---	---	---
Fishery2011	T062843	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T062844	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T062845	---	---	---	---	---	---	---	---	---	---	24	20	0	0	1	---	---	---	---	---	---
Fishery2011	T062846	---	---	---	---	---	---	---	---	---	---	18	11	0	0	0	---	---	---	---	---	---
Fishery2011	T062847	T055274	T067473	FRHsp	2008	0.025757	0.003000	21.095255	0.996158	0.996158	C_Se_Se	53	69	0	1	1	0	1	0	0	0	---
Fishery2011	T062848	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T062849	---	---	---	---	---	---	---	---	---	---	65	65	0	0	0	---	---	---	---	---	---
Fishery2011	T062850	---	---	---	---	---	---	---	---	---	---	28	35	0	0	0	---	---	---	---	---	---
Fishery2011	T062851	T067538	T071701	FRHfa	2008	0.000000	0.000000	21.293218	0.996846	0.996846	C_Se_Se	19	22	0	2	1	0	0	0	0	0	---
Fishery2011	T062852	T068725	T068664	FRHfa	2008	0.000000	0.000000	22.766362	0.999275	0.999275	C_Se_Se	80	108	0	2	0	0	0	0	0	0	---
Fishery2011	T062853	T030291	T030250	FRHsp	2007	1.420378	0.709000	5.691828	0.000053	0.854149	C_U_U	58	65	0	2	1	0	10	2	0	4	Ots_102213.210,Ots_128757.61,Ots_u4.92,Ots_131460.584
Fishery2011	T062854	T069478	T068911	FRHfa	2008	0.000000	0.000000	22.008773	0.998455	0.998455	C_Se_Se	32	42	0	1	0	4	2	0	0	0	---
Fishery2011	T062855	---	---	---	---	---	---	---	---	---	---	19	17	0	0	1	---	---	---	---	---	---
Fishery2011	T062856	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T062857	T071332	T071326	FRHfa	2008	0.000000	0.000000	22.195029	0.998717	0.998717	C_Se_Se	58	61	0	1	0	0	3	0	0	0	---
Fishery2011	T062858	T071295	T069994	FRHfa	2008	0.179069	0.407000	7.142121	0.000226	0.700575	C_U_Se	197	242	0	1	0	1	0	1	0	4	Ots_96222.525,OTNAML12_1.SNP1,Ots_GDH.81x,Ots_SClkF2R2.135
Fishery2011	T062859	---	---	---	---	---	---	---	---	---	---	10	10	0	0	0	---	---	---	---	---	---
Fishery2011	T062860	---	---	---	---	---	---	---	---	---	---	11	12	0	0	0	---	---	---	---	---	---
Fishery2011	T062861	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T062862	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T062863	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T062864	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T062865	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T062866	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T062867	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T062868	---	---	---	---	---	---	---	---	---	---	0	0	0	0	2	---	---	---	---	---	---
Fishery2011	T062869	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T062870	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T062871	---	---	---	---	---	---	---	---	---	---	1	1	0	0	1	---	---	---	---	---	---
Fishery2011	T062872	T055193	T055189	FRHsp	2008	0.000000	0.000000	22.435234	0.998991	0.998991	C_Se_Se	57	81	0	1	0	1	1	0	0	0	---
Fishery2011	T062873	---	---	---	---	---	---	---	---	---	---	52	26	0	0	0	---	---	---	---	---	---
Fishery2011	T062874	---	---	---	---	---	---	---	---	---	---	0	0	0	0	2	---	---	---	---	---	---
Fishery2011	T062875	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T062876	---	---	---	---	---	---	---	---	---	---	5	5	0	0	1	---	---	---	---	---	---
Fishery2011	T062877	---	---	---	---	---	---	---	---	---	---	24	28	0	0	0	---	---	---	---	---	---
Fishery2011	T062878	---	---	---	---	---	---	---	---	---	---	266	320	1	0	1	---	---	---	---	---	---
Fishery2011	T062879	---	---	---	---	---	---	---	---	---	---	66	66	0	0	1	---	---	---	---	---	---
Fishery2011	T062880	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T062881	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T062882	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T062883	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T062884	---	---	---	---	---	---	---	---	---	---	32	40	0	0	0	---	---	---	---	---	---
Fishery2011	T062885	---	---	---	---	---	---	---	---	---	---	30	45	0	0	0	---	---	---	---	---	---
Fishery2011	T062886	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T062887	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T062888	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T062889	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T062890	---	---	---	---	---	---	---	---	---	---	4	3	0	0	0	---	---	---	---	---	---
Fishery2011	T062891	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T062892	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T062893	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T062894	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T062895	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T062896	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T062897	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T062898	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T062899	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T062900	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T062901	T071522	T071448	FRHfa	2008	0.000000	0.000000	22.517194	0.999070	0.999070	C_Se_Se	24	24	0	1	0	1	2	0	0	0	---
Fishery2011	T062902	---	---	---	---	---	---	---	---	---	---	63	70	0	0	0	---	---	---	---	---	---
Fishery2011	T062903	---	---	---	---	---	---	---	---	---	---	32	35	0	0	0	---	---	---	---	---	---
Fishery2011	T062904	T068971	T055748	FRHfa	2008	0.000000	0.000000	24.128456	0.999814	0.999814	C_Se_Se	180	214	0	1	0	0	3	0	0	0	---
Fishery2011	T062905	T068061	T067769	FRHfa	2008	0.000000	0.000000	22.543925	0.999095	0.999095	C_Se_Se	97	138	0	1	0	0	0	0	0	0	---
Fishery2011	T062906	---	---	---	---	---	---	---	---	---	---	18	17	0	0	1	---	---	---	---	---	---
Fishery2011	T062907	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T062908	---	---	---	---	---	---	---	---	---	---	7	4	0	0	0	---	---	---	---	---	---
Fishery2011	T062909	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T062910	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T063199	---	---	---	---	---	---	---	---	---	---	3	6	0	0	1	---	---	---	---	---	---
Fishery2011	T063200	---	---	---	---	---	---	---	---	---	---	9	5	0	0	0	---	---	---	---	---	---
Fishery2011	T063201	---	---	---	---	---	---	---	---	---	---	1	1	0	0	0	---	---	---	---	---	---
Fishery2011	T063202	---	---	---	---	---	---	---	---	---	---	2	5	0	0	0	---	---	---	---	---	---
Fishery2011	T063203	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063204	---	---	---	---	---	---	---	---	---	---	20	24	0	0	1	---	---	---	---	---	---
Fishery2011	T063205	---	---	---	---	---	---	---	---	---	---	56	36	0	0	0	---	---	---	---	---	---
Fishery2011	T063206	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063207	---	---	---	---	---	---	---	---	---	---	117	133	0	0	0	---	---	---	---	---	---
Fishery2011	T063208	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063209	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T063210	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063211	---	---	---	---	---	---	---	---	---	---	78	85	0	0	0	---	---	---	---	---	---
Fishery2011	T063212	---	---	---	---	---	---	---	---	---	---	8	7	0	0	0	---	---	---	---	---	---
Fishery2011	T063213	---	---	---	---	---	---	---	---	---	---	2	4	0	0	1	---	---	---	---	---	---
Fishery2011	T063214	---	---	---	---	---	---	---	---	---	---	42	51	0	0	0	---	---	---	---	---	---
Fishery2011	T063215	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
